"YearStart","YearEnd","LocationAbbr","LocationDesc","DataSource","Topic","Question","Response","DataValueUnit","DataValueType","DataValue","DataValueAlt","DataValueFootnoteSymbol","DatavalueFootnote","LowConfidenceLimit","HighConfidenceLimit","StratificationCategory1","Stratification1","StratificationCategory2","Stratification2","StratificationCategory3","Stratification3","GeoLocation","ResponseID","LocationID","TopicID","QuestionID","DataValueTypeID","StratificationCategoryID1","StratificationID1","StratificationCategoryID2","StratificationID2","StratificationCategoryID3","StratificationID3"
2020,2020,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Age-adjusted Mean","4.9",4.9,NA,NA,4.4,5.5,"Race/Ethnicity","White, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","AGEADJMEAN","RACE","WHT",NA,NA,NA,NA
2015,2015,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Mean","4.2",4.2,NA,NA,3.8,4.7,"Race/Ethnicity","Black, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","MEAN","RACE","BLK",NA,NA,NA,NA
2019,2019,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Mean","4.0",4,NA,NA,3.5,4.6,"Race/Ethnicity","Black, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","MEAN","RACE","BLK",NA,NA,NA,NA
2018,2018,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Age-adjusted Mean","4.3",4.3,NA,NA,3.8,4.9,"Race/Ethnicity","Black, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","AGEADJMEAN","RACE","BLK",NA,NA,NA,NA
2021,2021,"SD","South Dakota","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Age-adjusted Mean","2.7",2.7,NA,NA,1.7,3.7,"Race/Ethnicity","Hispanic",NA,NA,NA,NA,"POINT (-100.3735306369997 44.353130053000484)",NA,"46","MTH","MTH1_0","AGEADJMEAN","RACE","HIS",NA,NA,NA,NA
2019,2019,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Mean","4.4",4.4,NA,NA,2.7,6.2,"Race/Ethnicity","Other, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","MEAN","RACE","OTH",NA,NA,NA,NA
2020,2020,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Mean","3.2",3.2,NA,NA,1.9,4.5,"Race/Ethnicity","Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","MEAN","RACE","HIS",NA,NA,NA,NA
2017,2017,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Mean","3.8",3.8,NA,NA,2.6,5.1,"Race/Ethnicity","Other, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","MEAN","RACE","OTH",NA,NA,NA,NA
2011,2011,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Mean","3.9",3.9,NA,NA,3.4,4.3,"Race/Ethnicity","Black, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","MEAN","RACE","BLK",NA,NA,NA,NA
2018,2018,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Mean","4.3",4.3,NA,NA,3.8,4.9,"Race/Ethnicity","Black, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","MEAN","RACE","BLK",NA,NA,NA,NA
2014,2014,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Age-adjusted Mean","6.9",6.9,NA,NA,4.8,8.9,"Race/Ethnicity","Multiracial, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","AGEADJMEAN","RACE","MRC",NA,NA,NA,NA
2012,2012,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Age-adjusted Mean","5.7",5.7,NA,NA,4,7.4,"Race/Ethnicity","Multiracial, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","AGEADJMEAN","RACE","MRC",NA,NA,NA,NA
2020,2020,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Mean","9.0",9,NA,NA,5.8,12.3,"Race/Ethnicity","Multiracial, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","MEAN","RACE","MRC",NA,NA,NA,NA
2012,2012,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Age-adjusted Mean","4.1",4.1,NA,NA,3.7,4.5,"Race/Ethnicity","Black, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","AGEADJMEAN","RACE","BLK",NA,NA,NA,NA
2015,2015,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Mean","4.1",4.1,NA,NA,2.7,5.6,"Race/Ethnicity","Other, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","MEAN","RACE","OTH",NA,NA,NA,NA
2018,2018,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Age-adjusted Mean","6.8",6.8,NA,NA,5,8.6,"Race/Ethnicity","Multiracial, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","AGEADJMEAN","RACE","MRC",NA,NA,NA,NA
2016,2016,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Mean","4.0",4,NA,NA,3.6,4.5,"Race/Ethnicity","Black, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","MEAN","RACE","BLK",NA,NA,NA,NA
2017,2017,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Age-adjusted Mean","4.3",4.3,NA,NA,3.1,5.5,"Race/Ethnicity","Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","AGEADJMEAN","RACE","HIS",NA,NA,NA,NA
2015,2015,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Age-adjusted Mean","4.2",4.2,NA,NA,3.7,4.6,"Race/Ethnicity","Black, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","AGEADJMEAN","RACE","BLK",NA,NA,NA,NA
2016,2016,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Mean","7.3",7.3,NA,NA,5.4,9.3,"Race/Ethnicity","Multiracial, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","MEAN","RACE","MRC",NA,NA,NA,NA
2020,2020,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Age-adjusted Mean","5.7",5.7,NA,NA,3.7,7.7,"Race/Ethnicity","Other, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","AGEADJMEAN","RACE","OTH",NA,NA,NA,NA
2011,2011,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Mean","4.2",4.2,NA,NA,3.9,4.4,"Race/Ethnicity","White, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","MEAN","RACE","WHT",NA,NA,NA,NA
2021,2021,"SD","South Dakota","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Mean","10.7",10.7,NA,NA,5,16.5,"Race/Ethnicity","Multiracial, non-Hispanic",NA,NA,NA,NA,"POINT (-100.3735306369997 44.353130053000484)",NA,"46","MTH","MTH1_0","MEAN","RACE","MRC",NA,NA,NA,NA
2019,2019,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Age-adjusted Mean","4.4",4.4,NA,NA,2.6,6.3,"Race/Ethnicity","Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","AGEADJMEAN","RACE","HIS",NA,NA,NA,NA
2018,2018,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Mean","7.1",7.1,NA,NA,5,9.2,"Race/Ethnicity","Multiracial, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","MEAN","RACE","MRC",NA,NA,NA,NA
2013,2013,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Age-adjusted Mean","3.8",3.8,NA,NA,3.4,4.3,"Race/Ethnicity","Black, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","AGEADJMEAN","RACE","BLK",NA,NA,NA,NA
2011,2011,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Age-adjusted Mean","9.6",9.6,NA,NA,6.3,12.8,"Race/Ethnicity","Multiracial, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","AGEADJMEAN","RACE","MRC",NA,NA,NA,NA
2015,2015,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Age-adjusted Mean","3.1",3.1,NA,NA,1.8,4.4,"Race/Ethnicity","Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","AGEADJMEAN","RACE","HIS",NA,NA,NA,NA
2017,2017,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Age-adjusted Mean","4.0",4,NA,NA,3.5,4.5,"Race/Ethnicity","Black, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","AGEADJMEAN","RACE","BLK",NA,NA,NA,NA
2020,2020,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Mean","4.7",4.7,NA,NA,3.9,5.6,"Race/Ethnicity","Black, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","MEAN","RACE","BLK",NA,NA,NA,NA
2021,2021,"SD","South Dakota","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Mean","3.7",3.7,NA,NA,2.1,5.2,"Race/Ethnicity","Hispanic",NA,NA,NA,NA,"POINT (-100.3735306369997 44.353130053000484)",NA,"46","MTH","MTH1_0","MEAN","RACE","HIS",NA,NA,NA,NA
2019,2019,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Age-adjusted Mean","4.0",4,NA,NA,3.5,4.5,"Race/Ethnicity","Black, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","AGEADJMEAN","RACE","BLK",NA,NA,NA,NA
2013,2013,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Age-adjusted Mean","2.6",2.6,NA,NA,1.7,3.6,"Race/Ethnicity","Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","AGEADJMEAN","RACE","HIS",NA,NA,NA,NA
2019,2019,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Mean","4.5",4.5,NA,NA,4.2,4.8,"Race/Ethnicity","White, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","MEAN","RACE","WHT",NA,NA,NA,NA
2015,2015,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Age-adjusted Mean","9.5",9.5,NA,NA,6.6,12.3,"Race/Ethnicity","Multiracial, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","AGEADJMEAN","RACE","MRC",NA,NA,NA,NA
2014,2014,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Mean","6.3",6.3,NA,NA,4.5,8.2,"Race/Ethnicity","Multiracial, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","MEAN","RACE","MRC",NA,NA,NA,NA
2017,2017,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Mean","4.4",4.4,NA,NA,4.1,4.7,"Race/Ethnicity","White, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","MEAN","RACE","WHT",NA,NA,NA,NA
2017,2017,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Mean","4.0",4,NA,NA,3.5,4.5,"Race/Ethnicity","Black, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","MEAN","RACE","BLK",NA,NA,NA,NA
2012,2012,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Mean",NA,NA,"-","No data available",NA,NA,"Race/Ethnicity","Multiracial, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","MEAN","RACE","MRC",NA,NA,NA,NA
2019,2019,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Age-adjusted Mean","4.8",4.8,NA,NA,4.5,5.2,"Race/Ethnicity","White, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","AGEADJMEAN","RACE","WHT",NA,NA,NA,NA
2011,2011,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Age-adjusted Mean","3.8",3.8,NA,NA,3.4,4.2,"Race/Ethnicity","Black, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","AGEADJMEAN","RACE","BLK",NA,NA,NA,NA
2013,2013,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Mean","3.6",3.6,NA,NA,3.4,3.9,"Race/Ethnicity","White, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","MEAN","RACE","WHT",NA,NA,NA,NA
2013,2013,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Age-adjusted Mean","6.4",6.4,NA,NA,4,8.7,"Race/Ethnicity","Multiracial, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","AGEADJMEAN","RACE","MRC",NA,NA,NA,NA
2017,2017,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Age-adjusted Mean","7.2",7.2,NA,NA,5,9.4,"Race/Ethnicity","Multiracial, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","AGEADJMEAN","RACE","MRC",NA,NA,NA,NA
2016,2016,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Age-adjusted Mean","4.1",4.1,NA,NA,3.6,4.5,"Race/Ethnicity","Black, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","AGEADJMEAN","RACE","BLK",NA,NA,NA,NA
2015,2015,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Mean","4.2",4.2,NA,NA,3.9,4.5,"Race/Ethnicity","White, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","MEAN","RACE","WHT",NA,NA,NA,NA
2019,2019,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Age-adjusted Mean","5.8",5.8,NA,NA,4,7.7,"Race/Ethnicity","Multiracial, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","AGEADJMEAN","RACE","MRC",NA,NA,NA,NA
2019,2019,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Mean","4.2",4.2,NA,NA,2.8,5.7,"Race/Ethnicity","Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","MEAN","RACE","HIS",NA,NA,NA,NA
2018,2018,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Age-adjusted Mean","4.2",4.2,NA,NA,2.8,5.6,"Race/Ethnicity","Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","AGEADJMEAN","RACE","HIS",NA,NA,NA,NA
2016,2016,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Age-adjusted Mean","3.3",3.3,NA,NA,1.5,5.2,"Race/Ethnicity","Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","AGEADJMEAN","RACE","HIS",NA,NA,NA,NA
2011,2011,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Mean","9.7",9.7,NA,NA,5.2,14.2,"Race/Ethnicity","Multiracial, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","MEAN","RACE","MRC",NA,NA,NA,NA
2020,2020,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Mean","5.6",5.6,NA,NA,3.3,8,"Race/Ethnicity","Other, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","MEAN","RACE","OTH",NA,NA,NA,NA
2011,2011,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Age-adjusted Mean","4.3",4.3,NA,NA,3.9,4.6,"Race/Ethnicity","White, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","AGEADJMEAN","RACE","WHT",NA,NA,NA,NA
2017,2017,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Mean","7.8",7.8,NA,NA,5.3,10.3,"Race/Ethnicity","Multiracial, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","MEAN","RACE","MRC",NA,NA,NA,NA
2012,2012,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Age-adjusted Mean","4.2",4.2,NA,NA,2.7,5.7,"Race/Ethnicity","Other, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","AGEADJMEAN","RACE","OTH",NA,NA,NA,NA
2016,2016,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Age-adjusted Mean","4.4",4.4,NA,NA,3.1,5.7,"Race/Ethnicity","Other, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","AGEADJMEAN","RACE","OTH",NA,NA,NA,NA
2018,2018,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Age-adjusted Mean","4.6",4.6,NA,NA,3.1,6.2,"Race/Ethnicity","Other, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","AGEADJMEAN","RACE","OTH",NA,NA,NA,NA
2017,2017,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Mean","4.9",4.9,NA,NA,3.4,6.5,"Race/Ethnicity","Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","MEAN","RACE","HIS",NA,NA,NA,NA
2013,2013,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Mean","3.4",3.4,NA,NA,2.1,4.8,"Race/Ethnicity","Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","MEAN","RACE","HIS",NA,NA,NA,NA
2011,2011,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Age-adjusted Mean","3.7",3.7,NA,NA,2.4,4.9,"Race/Ethnicity","Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","AGEADJMEAN","RACE","HIS",NA,NA,NA,NA
2015,2015,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Mean","3.2",3.2,NA,NA,2,4.5,"Race/Ethnicity","Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","MEAN","RACE","HIS",NA,NA,NA,NA
2014,2014,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Age-adjusted Mean","3.1",3.1,NA,NA,1.9,4.3,"Race/Ethnicity","Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","AGEADJMEAN","RACE","HIS",NA,NA,NA,NA
2021,2021,"SD","South Dakota","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Age-adjusted Mean","3.7",3.7,NA,NA,1.8,5.6,"Race/Ethnicity","Black, non-Hispanic",NA,NA,NA,NA,"POINT (-100.3735306369997 44.353130053000484)",NA,"46","MTH","MTH1_0","AGEADJMEAN","RACE","BLK",NA,NA,NA,NA
2013,2013,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Age-adjusted Mean","3.7",3.7,NA,NA,3.4,4,"Race/Ethnicity","White, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","AGEADJMEAN","RACE","WHT",NA,NA,NA,NA
2014,2014,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Mean","4.3",4.3,NA,NA,4,4.6,"Race/Ethnicity","White, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","MEAN","RACE","WHT",NA,NA,NA,NA
2020,2020,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Age-adjusted Mean","4.9",4.9,NA,NA,4,5.8,"Race/Ethnicity","Black, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","AGEADJMEAN","RACE","BLK",NA,NA,NA,NA
2017,2017,"SC","South Carolina","BRFSS","Mental Health","Recent mentally unhealthy days among adults aged >= 18 years",NA,"Number","Age-adjusted Mean","4.6",4.6,NA,NA,4.3,4.9,"Race/Ethnicity","White, non-Hispanic",NA,NA,NA,NA,"POINT (-81.04537120699968 33.998821303000454)",NA,"45","MTH","MTH1_0","AGEADJMEAN","RACE","WHT",NA,NA,NA,NA
